,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9
159,0.63,4.41,4.41,3.34,2.7,-0.22,0.24,0.61,-0.27,-1.62,-0.1,1.94,1.34,1.85,6.13,5.51,0.01,0.0,0.79,2.93
160,4.97,2.08,-0.55,6.93,5.28,7.05,3.3,3.97,0.55,1.89,4.29,0.99,0.16,3.19,2.29,1.3,1.76,1.44,-1.84,0.32
161,1.14,2.87,-0.78,2.91,1.33,0.78,-0.24,-1.04,-0.29,-1.38,-0.54,1.51,-0.48,0.21,1.58,1.7,4.68,-0.04,-0.21,-1.71
162,-0.45,-0.5,-2.04,2.5,0.31,3.68,1.27,0.2,-0.73,0.16,-0.15,2.63,0.9,0.81,8.96,6.9,2.01,2.2,-0.1,-0.01
163,0.34,3.35,0.56,-2.16,5.05,7.03,3.34,2.88,0.2,0.34,2.05,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
164,2.37,4.41,4.41,3.34,5.3,2.7,0.24,-1.62,-0.27,0.33,3.67,1.94,1.34,1.85,6.13,5.51,0.01,0.0,0.79,2.93
165,3.66,3.97,1.89,6.93,5.28,7.05,3.3,-0.55,0.52,-0.39,0.19,0.99,0.12,3.19,2.29,1.3,1.76,1.44,-1.84,1.8
166,2.72,-1.04,-0.78,2.91,1.33,0.78,-0.24,-1.38,-0.29,2.87,0.61,1.51,-0.48,0.21,1.58,1.7,4.68,-0.04,-0.21,-1.71
167,2.77,0.9,2.37,2.2,8.96,6.9,2.01,4.09,2.02,-0.1,4.5,2.88,3.34,3.35,5.05,7.03,-2.16,0.2,-0.51,-0.87
168,0.82,4.41,-0.27,3.34,2.7,4.41,0.24,-1.62,0.33,-0.07,2.55,6.93,3.97,2.09,5.28,7.05,3.3,1.89,0.55,-0.39
169,2.84,1.51,-0.22,0.21,1.58,1.7,4.68,-0.04,-0.21,-1.71,3.72,1.27,-2.04,2.5,0.31,3.68,0.2,-1.41,-1.24,-0.5
170,0.09,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,7.18,1.33,-1.04,2.91,-0.78,0.78,-0.2,-1.38,-0.29,2.87
171,2.47,1.94,1.34,6.13,0.01,1.85,0.0,-0.99,0.79,2.93,1.11,0.99,0.16,3.19,2.29,1.3,1.76,0.12,-1.84,1.8
172,0.52,0.9,2.37,2.2,8.96,6.9,2.01,4.09,2.02,-0.1,-0.24,2.88,3.34,3.35,5.05,-2.16,0.2,-0.51,0.26,-0.87
173,1.2,4.41,4.41,3.34,2.7,0.17,-1.62,0.24,0.33,-1.29,3.12,6.93,3.97,2.09,5.28,7.05,3.3,1.89,0.55,2.08
174,0.6,1.51,-0.48,0.21,1.58,4.68,1.7,-0.04,-0.21,-1.71,1.66,1.27,-2.04,2.5,0.31,3.68,0.1,0.2,-1.41,-0.5
175,1.91,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,4.48,-0.46,-1.04,2.91,-0.78,0.78,-0.2,-1.38,-0.29,2.87
176,1.64,1.94,1.34,6.13,0.01,1.85,0.0,-0.99,1.66,2.93,4.11,0.16,0.12,3.19,2.29,1.76,1.3,1.44,-1.84,1.8
177,6.35,2.63,2.37,2.2,8.96,6.9,2.01,0.81,4.09,2.02,3.28,2.88,3.34,3.35,5.05,7.03,-2.16,0.2,-0.51,-0.87
178,0.82,4.41,-1.62,4.41,2.7,3.34,-0.22,-1.29,-0.33,0.33,0.88,6.93,3.97,2.09,5.28,7.05,3.3,1.89,0.52,2.08
179,0.36,1.51,-0.53,0.21,1.58,4.68,1.7,-0.04,-0.21,-1.71,1.7,1.27,-2.04,2.51,2.5,3.68,0.31,0.1,0.2,-1.41
180,4.29,0.99,0.12,3.19,2.29,1.76,1.3,1.44,-1.84,-0.22,1.61,1.33,-1.04,2.91,-0.78,0.78,-0.2,-1.38,1.18,2.87
181,6.1,3.52,1.03,0.84,11.73,2.19,4.46,0.51,0.85,0.25,4.97,6.93,3.97,2.09,5.28,7.05,3.3,1.89,0.55,2.08
182,0.4,2.88,3.34,3.35,5.05,7.03,-2.16,0.2,-0.51,-0.87,-0.54,1.51,-0.48,0.21,1.58,4.68,1.7,,-0.04,0.78
183,2.42,2.63,2.37,2.2,8.96,6.9,2.01,0.81,4.09,2.02,0.63,4.41,0.17,3.34,2.7,-0.22,4.41,0.33,-1.29,0.24
184,2.54,0.99,0.12,3.19,2.29,1.76,1.3,1.44,-1.84,0.32,2.72,1.33,-1.04,2.91,-0.78,-0.2,0.78,-1.38,-0.29,2.87
185,-0.35,3.52,1.03,0.84,11.73,2.19,-0.24,0.51,0.85,0.25,3.66,6.93,2.11,2.09,5.28,7.05,3.3,3.97,0.52,2.08
186,0.52,2.88,3.34,3.35,5.05,7.03,-2.16,0.2,-0.51,-0.87,0.61,1.51,-0.48,0.21,1.58,4.68,1.7,,-0.21,0.78
187,3.67,1.94,1.34,6.13,0.01,1.85,5.51,0.0,0.79,2.93,-0.45,1.27,-1.41,2.51,2.5,0.58,3.68,0.1,0.2,-2.04
188,-0.15,2.63,2.37,2.2,8.96,6.9,2.01,4.09,-0.61,-0.01,-0.45,4.41,-1.62,3.34,2.7,-0.22,0.17,4.41,0.24,-1.29
189,0.19,0.99,0.16,0.12,2.29,1.3,1.8,-0.41,-0.29,-1.84,1.14,1.33,-1.04,2.91,-0.78,0.78,-0.78,-1.38,-0.29,2.87
190,0.13,3.52,1.03,0.84,11.73,2.19,4.46,0.51,0.85,0.25,2.55,2.11,3.97,2.09,5.28,3.3,-0.11,2.08,0.55,-0.39
191,4.5,4.73,3.34,3.35,5.05,7.03,-2.16,2.88,-0.51,-0.87,2.84,1.51,-0.48,0.21,1.7,1.58,4.68,-0.21,-0.21,-1.71
192,3.24,1.94,1.66,6.13,0.01,1.85,5.51,0.0,0.0,2.93,3.72,1.27,-1.41,2.51,2.5,3.68,0.1,0.58,-1.24,-0.39
193,2.77,2.63,0.9,2.37,8.96,6.9,2.01,4.09,2.02,-0.61,0.82,4.41,-1.29,4.41,2.7,3.34,-1.62,0.24,0.33,-1.43
194,0.6,1.51,-0.48,0.21,1.7,1.58,4.68,,-0.04,-1.71,0.09,3.52,1.03,0.84,11.73,2.19,4.46,0.51,0.85,0.25
195,7.18,1.33,-1.04,2.91,-0.78,0.78,-0.78,-1.38,-0.29,2.87,0.52,2.63,0.9,2.37,8.96,6.9,2.2,4.09,2.02,-0.61
196,1.2,4.41,-1.62,4.41,2.7,3.34,-1.29,0.33,0.24,-1.43,1.58,0.99,0.12,1.76,2.29,1.3,1.44,1.8,-1.84,-0.22
197,1.66,0.1,-1.41,2.51,2.5,3.68,0.58,-0.59,0.2,-2.04,3.28,4.73,2.88,3.35,5.05,7.03,-2.16,3.34,-0.51,-0.87
198,1.8,1.51,-0.48,0.21,1.7,1.58,4.68,,-0.04,-1.71,1.91,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
199,0.11,1.33,-1.04,2.91,-0.78,0.78,-0.2,-1.38,1.18,2.87,6.35,2.63,0.01,2.2,8.96,6.9,2.01,4.09,2.02,-0.61
200,3.12,6.93,3.97,2.11,5.28,7.05,3.3,1.89,0.55,2.08,1.64,1.34,-0.5,1.94,6.13,1.85,5.51,0.0,0.79,2.93
201,0.63,4.41,-1.62,4.41,2.7,3.34,0.33,0.61,0.24,-1.29,4.11,0.99,0.12,1.76,2.29,1.3,1.44,1.8,-1.84,-0.22
202,1.7,1.27,0.1,2.51,2.5,0.31,3.68,0.2,-0.17,-2.04,0.4,4.73,2.88,3.35,5.05,7.03,-2.16,3.34,-0.51,-0.87
203,-0.54,1.51,-0.48,0.21,1.58,1.7,4.68,-0.12,-0.04,-1.71,6.1,0.84,1.03,4.46,11.73,2.19,0.51,0.85,-0.78,0.25
204,4.48,1.33,-1.04,2.91,-0.78,0.78,-0.2,-1.38,-0.29,2.87,2.42,2.63,0.9,2.37,8.96,6.9,2.2,-0.04,2.02,4.09
205,0.88,6.93,3.97,2.11,5.28,7.05,3.3,1.89,-0.39,2.08,2.47,1.34,1.66,1.94,6.13,5.51,1.85,0.0,-0.5,2.93
206,2.37,4.41,-1.62,4.41,2.7,0.33,3.34,0.61,-1.29,-0.33,-0.23,0.99,0.16,0.12,2.29,1.76,1.3,1.8,-1.84,-0.22
207,0.18,1.27,-1.41,2.51,2.5,0.31,3.68,0.1,-0.39,-2.04,-0.38,4.73,2.88,3.35,5.05,7.03,-2.16,3.34,0.56,-0.87
208,2.05,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,-0.15,2.63,0.9,2.37,8.96,6.9,2.2,4.09,2.02,-0.04
209,2.54,0.99,0.12,1.76,2.29,1.3,1.44,1.8,-0.41,-0.22,3.67,1.34,-0.5,1.94,6.13,5.51,1.85,0.0,1.66,2.93
210,2.72,2.87,-0.24,-0.2,-0.78,0.78,-1.13,-0.01,-0.29,-0.18,0.52,3.34,2.88,4.73,5.05,7.03,-2.16,0.56,0.34,-0.87
211,-0.45,4.41,-1.62,4.41,2.7,0.33,3.34,0.61,0.24,-1.29,0.61,1.51,4.68,0.21,1.7,0.52,-0.04,1.58,-0.48,-1.71
212,4.97,6.93,2.11,2.09,5.28,7.05,3.3,3.97,0.55,2.08,-0.62,1.27,-1.41,2.51,2.5,0.31,0.1,0.2,-1.24,-2.04
213,0.13,3.52,0.84,4.46,11.73,2.19,-0.24,0.51,0.85,0.25,2.77,2.63,0.9,2.37,8.96,2.2,2.01,4.09,-0.61,-0.01
214,0.19,0.12,0.16,1.76,2.29,1.3,1.44,1.8,-0.41,-0.22,3.24,1.34,-0.5,1.94,6.13,5.51,1.85,0.0,1.66,2.93
215,1.14,2.87,-0.24,-0.2,-0.78,0.78,-1.13,-0.01,-0.29,-0.24,4.5,3.34,2.88,4.73,5.05,7.03,-2.16,0.56,0.34,-0.87
216,0.82,4.41,-1.62,4.41,2.7,3.34,0.33,0.61,0.24,-1.29,2.84,1.51,4.68,0.21,1.7,0.52,1.58,-0.04,-0.21,-1.71
217,3.66,6.93,2.11,2.09,5.28,7.05,3.3,3.97,-0.39,2.08,3.72,0.1,-0.59,2.51,2.5,3.68,0.58,-1.41,-0.39,-2.04
218,0.09,3.52,0.84,4.46,11.73,2.19,0.51,0.85,0.3,0.25,0.22,2.63,2.37,0.81,8.96,2.2,2.01,4.09,0.01,2.02
219,0.28,2.87,-0.24,-0.2,-0.78,0.78,-0.01,-1.13,1.18,-0.24,3.28,3.34,2.88,4.73,5.05,7.03,-2.16,0.56,0.34,-0.87
220,1.2,4.41,4.41,3.34,2.7,0.17,0.24,0.61,-1.29,-1.62,0.6,0.21,1.51,4.68,1.58,1.7,-0.53,-0.04,-0.78,0.78
221,2.55,6.93,2.11,2.09,5.28,7.05,3.3,3.97,0.55,2.08,1.66,1.27,-0.23,2.51,2.5,0.31,3.68,0.1,0.2,-2.04
222,1.11,0.99,0.16,3.19,2.29,1.76,1.3,1.44,-1.84,1.8,0.81,1.34,-0.5,1.94,6.13,0.0,1.85,1.66,-0.99,2.93
223,1.64,-0.5,0.79,1.94,6.13,5.51,1.85,0.0,1.66,-0.51,1.91,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
224,0.36,0.21,1.51,0.52,1.58,1.7,4.68,-1.12,-0.21,-1.71,7.18,2.87,-0.24,0.78,-0.78,-0.24,-1.13,-0.01,-0.29,-0.53
225,2.2,3.34,2.88,4.73,5.05,7.03,-2.16,0.56,0.34,-0.87,1.58,0.12,0.16,3.19,2.29,1.76,1.3,1.44,-1.84,1.8
226,6.35,2.63,2.37,0.81,8.96,6.9,2.2,2.01,4.09,2.02,3.12,6.93,2.11,2.09,5.28,7.05,0.52,1.89,0.55,2.08
227,1.7,-0.23,0.1,2.51,2.5,0.31,3.68,1.27,0.2,-2.04,0.63,4.41,-1.62,3.34,2.7,0.17,0.24,0.61,-1.29,-1.43
228,2.47,1.34,-0.5,1.94,6.13,5.51,1.85,0.0,1.66,2.93,6.1,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
229,-0.54,0.21,1.51,0.52,1.58,4.68,-0.78,1.7,-0.21,-1.71,4.48,2.87,-0.24,2.91,0.78,-0.24,-1.13,-0.01,-0.29,-0.53
230,-0.38,2.88,0.2,4.73,5.05,7.03,0.34,-0.51,-0.03,-0.87,4.11,0.99,0.16,0.12,2.29,1.3,1.44,-1.84,-0.22,0.32
231,2.42,2.63,2.37,0.81,8.96,6.9,2.2,2.01,4.09,2.02,0.88,6.93,2.11,2.09,5.28,3.3,0.11,1.89,-0.39,2.08
232,0.18,-0.23,0.1,1.27,2.5,0.31,3.68,-0.17,-0.39,-2.04,-0.45,4.41,4.41,0.17,2.7,-0.22,0.61,0.24,-1.29,0.33
233,3.67,1.34,1.66,6.13,0.01,5.51,1.85,0.0,1.32,2.93,2.05,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
234,0.61,1.51,-0.53,0.21,1.58,0.52,1.7,4.68,-0.78,-1.71,2.72,2.87,-0.24,-0.78,0.78,-0.24,-1.13,-0.01,-0.29,-0.53
235,0.52,2.88,0.56,4.73,5.05,-2.16,0.34,0.2,0.26,-0.87,2.54,0.99,0.16,0.12,2.29,1.3,1.44,-1.84,-0.22,0.32
236,-0.15,2.63,2.37,0.81,8.96,6.9,2.2,4.09,-0.04,2.02,4.97,6.93,2.11,2.09,5.28,3.3,0.11,1.89,0.55,2.08
237,-0.62,1.27,-0.23,2.51,2.5,-0.59,0.1,0.16,-0.39,-2.04,2.37,4.41,-1.62,4.41,2.7,0.24,0.61,0.17,-1.29,0.33
238,3.66,6.93,2.11,2.09,5.28,7.05,3.3,1.89,-0.39,2.08,1.14,2.87,-0.24,-0.78,0.78,-1.13,-0.01,0.22,1.18,-0.53
239,2.77,2.63,0.9,2.37,8.96,6.9,2.2,4.09,-0.61,2.02,4.29,0.16,0.99,0.12,2.29,1.3,0.32,-0.22,-1.84,0.09
240,3.24,1.34,1.66,6.13,0.01,5.51,1.85,0.0,-0.51,2.93,2.84,0.21,1.51,-0.53,1.58,1.7,-0.26,-0.21,-0.21,-1.71
241,1.47,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,3.72,-0.23,-2.04,2.51,2.5,1.27,0.1,0.16,-0.39,-0.17
242,0.82,4.41,4.41,0.17,2.7,0.24,0.61,-1.29,0.33,-1.43,4.5,2.88,3.35,4.73,5.05,7.03,-2.16,0.34,0.56,0.2
243,2.55,6.93,3.97,2.11,5.28,7.05,3.3,1.89,0.55,2.08,0.28,2.87,-0.24,2.91,0.78,-0.78,-1.13,-0.46,1.18,-0.18
244,1.2,4.41,-1.62,5.3,2.7,0.61,0.24,-1.29,0.33,-1.43,3.28,2.88,3.35,4.73,5.05,7.03,0.34,0.2,-0.51,-0.87
245,0.52,2.63,2.37,0.81,8.96,6.9,2.2,2.01,4.09,2.02,1.11,0.99,-0.38,-0.46,2.29,1.3,0.32,-0.22,-1.84,0.09
246,0.81,1.34,-0.51,6.13,0.0,5.51,1.85,-0.5,0.79,2.93,0.6,0.21,1.51,4.68,1.58,1.7,-0.53,-0.22,-0.78,-1.71
247,0.09,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,1.66,-0.23,-2.04,2.51,2.5,1.27,3.68,0.1,0.2,-1.41
248,3.12,6.93,3.97,2.11,5.28,7.05,3.3,1.89,0.55,2.08,7.18,2.87,-0.24,2.91,0.78,-0.78,-1.13,-0.46,-0.29,-0.53
249,6.35,2.63,0.9,2.37,8.96,6.9,2.2,2.01,4.09,2.02,1.58,0.99,-0.38,1.76,2.29,1.3,1.44,0.32,-0.22,-1.84
250,1.64,1.34,-0.5,1.94,6.13,0.01,1.85,0.79,-0.99,2.93,0.36,0.21,1.51,0.52,1.58,1.7,-0.53,4.68,-0.78,-1.71
251,0.63,4.41,-1.62,5.3,2.7,0.17,0.61,-1.29,-0.33,0.33,2.2,2.88,3.35,4.73,5.05,7.03,-2.16,0.34,0.56,0.2
252,0.08,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,1.7,-0.23,-1.41,2.51,2.5,3.68,-0.43,-1.03,0.2,-2.04
253,-0.45,4.41,4.41,0.17,5.3,2.7,0.61,-1.29,-0.33,0.33,2.42,2.63,0.9,2.37,8.96,6.9,2.2,2.01,4.09,2.02
254,4.48,2.87,-0.46,2.91,0.78,-0.78,-1.13,-0.53,-0.29,-0.24,6.1,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
255,0.24,-0.23,-2.04,2.51,2.5,3.68,1.27,-1.03,-0.39,-1.41,2.47,1.94,-0.5,6.13,0.01,5.51,1.85,0.79,0.0,2.93
256,4.11,0.16,-1.84,1.76,2.29,1.3,-0.38,0.32,1.44,-0.22,-0.54,0.21,1.51,4.68,1.58,1.7,-0.78,-0.22,-0.21,0.78
257,0.34,2.88,4.73,3.35,5.05,7.03,3.34,0.34,0.2,-0.87,0.88,6.93,2.11,2.09,5.28,7.05,3.3,1.89,-0.39,2.08
258,2.37,4.41,0.33,4.41,5.3,2.7,0.61,0.17,-1.29,-0.33,-0.15,2.63,2.37,2.01,8.96,6.9,2.2,4.09,2.02,-0.61
259,2.72,2.87,-0.46,2.91,0.78,-0.78,-1.13,-0.53,-0.29,-0.24,2.05,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
260,-0.62,-0.23,0.1,2.51,2.5,3.68,-0.59,0.2,-1.03,-1.41,3.67,1.94,1.34,6.13,0.01,5.51,1.85,1.66,1.32,2.93
261,2.54,0.99,-1.84,1.76,2.29,1.3,-0.38,0.32,1.44,-0.22,0.61,1.51,0.21,0.52,1.58,-0.53,1.7,4.68,-0.78,0.78
262,-0.38,2.88,4.73,3.35,5.05,7.03,-2.16,3.34,0.56,0.34,4.97,6.93,2.11,2.09,5.28,7.05,3.3,1.89,0.55,2.08
263,0.82,4.41,0.33,4.41,5.3,2.7,0.61,0.24,-1.62,-1.43,2.77,2.63,0.9,2.37,8.96,6.9,2.2,2.01,4.09,2.02
264,1.14,2.87,-0.46,2.91,0.78,-0.24,-1.13,-0.53,1.18,-0.24,1.47,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
265,3.72,-0.23,-1.41,2.51,2.5,3.68,0.1,-0.43,-0.39,-2.04,3.24,1.94,1.34,6.13,0.01,5.51,1.66,1.32,-0.18,2.93
266,4.29,0.99,-1.84,1.76,2.29,-0.38,1.3,-0.22,1.44,1.8,2.84,1.51,0.21,0.52,2.04,1.58,1.7,4.68,-0.78,0.78
267,4.5,2.88,4.73,3.35,5.05,7.03,-2.16,0.2,-0.51,-0.87,3.66,6.93,2.11,2.09,5.28,7.05,3.3,1.89,-0.39,2.08
268,0.81,1.94,1.34,6.13,0.28,1.85,0.01,5.51,-0.5,1.66,0.52,4.09,0.9,2.37,8.96,6.9,2.2,2.01,0.81,2.02
269,2.55,6.93,2.11,2.09,5.28,7.05,3.3,1.89,0.55,2.08,0.13,3.52,1.03,4.46,11.73,0.76,0.84,0.51,0.85,0.25
270,1.11,0.99,-1.84,1.76,2.29,-0.38,1.3,-0.22,1.44,1.8,7.18,2.87,-0.46,2.91,0.78,1.33,-1.13,-0.53,1.18,-0.24
271,0.6,1.51,0.21,5.25,2.04,1.58,1.7,4.68,-0.78,0.78,1.2,4.41,0.17,4.41,5.3,2.7,0.61,0.24,0.33,-0.09
272,1.64,1.94,1.34,6.13,0.28,0.01,1.85,-0.5,-0.99,1.66,6.35,4.09,0.9,2.37,8.96,6.9,2.2,2.63,2.01,2.02
273,3.12,6.93,2.11,2.09,5.28,7.05,3.3,1.89,0.55,2.08,1.07,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
274,1.58,0.99,-1.84,1.76,2.29,-0.38,1.3,-0.22,1.44,1.8,0.28,2.87,-0.46,2.91,0.78,-0.78,-0.24,-1.13,1.18,-0.24
275,1.66,-0.23,-1.41,2.51,2.5,3.68,-0.59,0.16,0.2,-2.04,3.28,2.88,4.73,3.35,5.05,7.03,-2.16,0.56,0.2,-0.87
276,0.36,1.51,0.21,5.25,2.04,1.58,1.7,4.68,-0.78,0.78,0.63,4.41,0.33,4.41,5.3,2.7,0.61,0.24,-0.09,-1.43
277,2.47,1.94,1.34,6.13,0.28,5.51,1.85,-0.5,1.66,-0.51,0.39,4.09,2.37,2.63,8.96,6.9,2.2,2.01,-0.61,-0.01
278,0.88,1.89,2.11,2.09,5.28,7.05,3.3,0.11,-0.39,2.08,6.1,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25
279,4.11,0.99,0.16,0.12,1.76,-0.38,1.3,-0.22,-1.84,1.8,4.48,-0.53,0.22,1.33,0.78,2.91,-1.13,-0.24,1.18,2.87
280,0.18,1.27,-1.41,2.51,2.5,0.58,3.68,-1.03,0.2,-2.04,2.2,4.73,0.56,3.35,5.05,7.03,-2.16,-0.16,-1.02,-0.87
281,-0.54,1.51,0.21,5.25,2.04,1.58,1.7,4.68,-0.78,0.78,-0.45,4.41,0.33,4.41,5.3,2.7,0.24,-0.09,-1.29,-1.43
282,3.67,1.94,1.34,6.13,0.28,1.85,5.51,-0.5,1.67,2.93,2.72,2.87,-0.46,1.33,0.78,2.91,-0.78,-1.13,1.18,-0.24
283,1.91,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,2.54,0.99,-1.84,1.76,2.29,-0.38,1.3,-0.22,1.44,1.8
284,0.61,1.51,0.21,5.25,,1.58,1.7,4.68,-0.78,0.78,4.5,4.73,2.88,3.35,5.05,7.03,-2.16,0.2,-0.51,-0.87
285,2.37,4.41,0.33,4.41,5.3,0.17,2.7,-0.09,0.24,-1.62,4.97,6.93,3.97,2.11,5.28,7.05,3.3,1.89,0.55,2.08
286,2.42,4.09,0.9,2.37,8.96,6.9,2.2,2.63,2.01,2.02,-0.45,-0.23,1.27,2.51,2.5,3.68,-1.03,-0.17,-2.04,-0.39
287,3.24,1.94,1.34,6.13,0.28,5.51,0.01,1.66,1.67,2.93,1.14,1.33,-0.24,2.91,0.78,-0.78,-1.13,0.22,1.18,2.87
288,1.47,3.52,1.03,4.46,11.73,2.19,0.84,0.76,0.51,0.25,4.29,0.99,-1.84,1.76,2.29,-0.38,1.3,-0.22,1.44,1.8
289,2.84,1.51,0.21,5.25,,0.52,1.58,1.7,4.68,0.78,0.52,4.73,2.88,3.35,5.05,7.03,-2.16,0.56,-0.07,-0.87
290,0.82,4.41,0.33,4.41,5.3,2.7,-0.09,-1.29,-0.33,-1.43,3.66,6.93,2.11,2.09,5.28,7.05,3.3,1.89,-0.39,2.08
291,0.22,4.09,0.81,2.63,8.96,6.9,2.2,2.01,2.02,-0.61,3.72,0.58,-0.59,2.51,2.5,-0.43,-1.03,-1.41,-0.39,-2.04
292,0.81,1.34,1.66,6.13,0.28,5.51,0.01,-0.51,1.67,2.93,7.18,1.33,-0.24,2.91,0.78,-0.78,-1.13,0.22,1.18,2.87
293,0.6,1.51,4.68,5.25,,1.58,1.7,-0.12,-1.23,0.78,3.28,4.73,2.88,3.35,5.05,7.03,0.56,-2.16,-0.07,-0.87
294,1.2,4.41,0.33,4.41,5.3,2.7,0.17,-0.09,0.24,-1.29,2.55,6.93,2.11,2.09,5.28,7.05,3.3,1.89,0.55,2.08
295,2.77,4.09,0.9,2.63,8.96,6.9,2.2,2.01,-0.29,2.02,1.66,-1.41,-0.59,2.51,2.5,0.58,-0.43,0.2,-1.03,-2.04
296,2.05,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.76,0.25,1.64,1.94,1.34,6.13,0.28,5.51,0.01,1.66,1.67,2.93
297,0.34,2.88,0.56,4.73,3.35,7.03,5.05,-2.16,-0.07,-0.62,1.58,0.99,0.12,1.76,0.16,1.3,-0.38,-0.22,-1.84,0.32
298,6.35,4.09,0.9,2.63,8.96,6.9,2.2,2.01,-0.04,2.02,0.36,1.51,0.21,5.25,,1.58,1.7,4.68,-0.53,0.78
299,3.12,6.93,2.11,2.09,5.28,7.05,3.3,1.89,0.55,2.08,-0.62,-0.23,-1.41,2.51,2.5,1.27,3.68,0.2,-1.03,-2.04
300,0.28,1.33,-0.46,2.91,0.78,-0.78,-1.13,-0.24,-0.24,2.87,-0.45,4.41,0.33,4.41,5.3,2.7,0.17,-0.09,-1.29,-0.33
301,6.1,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.3,0.25,0.32,1.94,1.34,6.13,0.28,5.51,0.01,1.67,1.66,2.93
302,2.2,2.88,-0.07,4.73,3.35,7.03,5.05,-2.16,0.56,-0.62,4.11,0.99,0.16,1.76,2.29,1.3,-0.38,-0.22,-1.84,0.32
303,0.52,4.09,0.08,0.81,8.96,6.9,2.2,2.01,2.02,-0.61,-0.54,1.51,0.21,5.25,,1.7,4.68,1.58,-1.12,0.78
304,0.88,6.93,2.11,2.09,5.28,7.05,3.3,1.89,-0.39,-0.39,0.14,2.51,-1.41,2.5,0.58,3.68,-0.59,-1.03,0.2,-2.04
305,4.48,-0.46,-0.24,2.91,0.78,-0.78,-1.13,-0.24,1.18,,-0.86,4.41,0.33,4.41,5.3,-0.32,0.17,2.7,0.61,-0.33
306,1.91,3.52,1.03,4.46,11.73,2.19,0.84,0.51,-0.78,0.25,3.67,1.94,1.34,6.13,0.28,1.85,0.01,5.51,1.67,2.93
307,4.5,2.88,0.56,4.73,3.35,7.03,5.05,-2.16,-0.07,-0.62,2.54,0.99,0.16,1.76,2.29,1.3,-0.38,-0.22,-1.84,0.32
308,,4.09,0.08,0.81,8.96,6.9,2.2,2.01,2.02,-0.61,0.1,1.51,0.21,5.25,,0.52,1.58,4.68,-0.12,0.78
309,2.72,1.33,-0.46,2.91,-0.01,-0.78,-1.13,2.87,1.18,-0.24,2.37,4.41,0.33,4.41,5.3,2.7,0.61,-0.32,-0.66,-0.33
310,0.4,2.88,-0.07,4.73,3.35,7.03,5.05,0.56,0.26,-0.62,0.22,4.09,0.9,-0.29,8.96,6.9,2.2,2.01,0.81,2.02
311,3.72,2.51,-2.04,2.5,0.58,1.27,3.68,-1.03,-1.41,-0.39,1.14,2.91,-0.24,1.33,-0.78,-1.13,-0.01,2.87,1.18,-0.53
312,3.24,1.94,1.34,6.13,0.28,1.85,0.01,5.51,1.67,2.93,4.97,6.93,2.11,2.09,5.28,7.05,3.3,1.89,0.55,2.08
313,1.47,3.52,1.03,4.46,11.73,2.19,0.84,0.51,0.85,0.25,0.61,1.51,0.21,5.25,,1.58,4.68,1.7,-0.53,0.78
314,1.11,0.99,0.16,1.76,2.29,1.3,-0.38,-0.22,-1.84,0.32,0.82,4.41,0.33,4.41,5.3,2.7,-0.32,-0.66,-1.29,-0.33
315,0.34,2.88,4.73,3.35,5.05,7.03,-0.81,-0.07,0.56,-0.87,2.77,4.09,0.9,1.89,8.96,6.9,2.2,2.01,-0.29,-0.08
316,1.66,2.51,1.27,2.5,0.58,3.68,0.2,-1.41,-1.03,-2.04,7.18,2.91,-0.46,1.33,1.55,-0.78,-1.13,2.87,1.18,-0.24
317,0.81,1.94,1.34,6.13,0.28,5.51,0.01,1.85,1.66,2.93,3.66,2.11,7.05,2.09,5.28,6.93,3.3,2.08,0.55,1.89
318,1.07,3.52,1.03,4.46,1.0,2.19,0.84,0.51,0.85,0.25,2.84,0.21,1.51,5.25,,1.58,1.7,4.68,-0.5,0.78
319,4.29,0.99,-0.38,1.76,2.29,1.3,-0.22,1.44,-1.84,-0.01,1.2,4.41,0.33,4.41,5.3,2.7,-0.66,-0.09,-1.29,-0.33
